S.No,Name,Date,Rating,Title,Review,Language,Translated_Review,Final_Review,cleaned_review,word_tokens,sent_tokens,filtered_tokens,lemmatized_tokens,normalized_review
115,Chudi p. 🇮🇳,Published date28/03/25,5,Awesome,It works fine,en,It works fine,It works fine,it works fine,"['it', 'works', 'fine']",['it works fine'],"['works', 'fine']","['work', 'fine']",work fine
116,Palaneni s. 🇮🇳,Published date15/03/25,5,Awesome,"Loved it, been using it from past few years",en,"Loved it, been using it from past few years","Loved it, been using it from past few years","loved it, been using it from past few years","['loved', 'it', ',', 'been', 'using', 'it', 'from', 'past', 'few', 'years']","['loved it, been using it from past few years']","['loved', 'past', 'years']","['love', 'past', 'year']",love past year
117,Harshit M. 🇮🇳,Published date20/01/25,5,fits like a glove for my skin,i have been using this for years and have tried multiple other products in between but nothing cleanses my skin like this does. the feeling i get after using this facewash is remarkable. i have an oily combination skin and can recommend this product to anyone with the same skin type to at least try ...,en,i have been using this for years and have tried multiple other products in between but nothing cleanses my skin like this does. the feeling i get after using this facewash is remarkable. i have an oily combination skin and can recommend this product to anyone with the same skin type to at least try ...,i have been using this for years and have tried multiple other products in between but nothing cleanses my skin like this does. the feeling i get after using this facewash is remarkable. i have an oily combination skin and can recommend this product to anyone with the same skin type to at least try ...,i have been using this for years and have tried multiple other products in between but nothing cleanses my skin like this does. the feeling i get after using this facewash is remarkable. i have an oily combination skin and can recommend this product to anyone with the same skin type to at least try ...,"['i', 'have', 'been', 'using', 'this', 'for', 'years', 'and', 'have', 'tried', 'multiple', 'other', 'products', 'in', 'between', 'but', 'nothing', 'cleanses', 'my', 'skin', 'like', 'this', 'does', '.', 'the', 'feeling', 'i', 'get', 'after', 'using', 'this', 'facewash', 'is', 'remarkable', '.', 'i', 'have', 'an', 'oily', 'combination', 'skin', 'and', 'can', 'recommend', 'this', 'product', 'to', 'anyone', 'with', 'the', 'same', 'skin', 'type', 'to', 'at', 'least', 'try', '...']","['i have been using this for years and have tried multiple other products in between but nothing cleanses my skin like this does.', 'the feeling i get after using this facewash is remarkable.', 'i have an oily combination skin and can recommend this product to anyone with the same skin type to at least try ...']","['years', 'tried', 'multiple', 'products', 'cleanses', 'skin', 'like', 'feeling', 'facewash', 'remarkable', 'oily', 'combination', 'skin', 'recommend', 'product', 'skin', 'type', 'try']","['year', 'try', 'multiple', 'product', 'cleanse', 'skin', 'like', 'feel', 'facewash', 'remarkable', 'oily', 'combination', 'skin', 'recommend', 'product', 'skin', 'type', 'try']",year try multiple product cleanse skin like feel facewash remarkable oily combination skin recommend product skin type try
118,Geetika M. 🇮🇳,Published date16/03/25,5,Best cleanser,Best cleanser which I ever used. . . Give it a try!,en,Best cleanser which I ever used. . . Give it a try!,Best cleanser which I ever used. . . Give it a try!,best cleanser which i ever used. . . give it a try!,"['best', 'cleanser', 'which', 'i', 'ever', 'used', '.', '.', '.', 'give', 'it', 'a', 'try', '!']","['best cleanser which i ever used. .', '.', 'give it a try!']","['best', 'cleanser', 'try']","['good', 'cleanser', 'try']",good cleanser try
119,Veerbhadrasinh J. 🇮🇳,Published date13/02/25,5,Best Cleanser.,"First Cleanser of my life which is best suited for my face and till date almost 3 years ,I am using same Face Cleanser daily.",en,"First Cleanser of my life which is best suited for my face and till date almost 3 years ,I am using same Face Cleanser daily.","First Cleanser of my life which is best suited for my face and till date almost 3 years ,I am using same Face Cleanser daily.","first cleanser of my life which is best suited for my face and till date almost 3 years ,i am using same face cleanser daily.","['first', 'cleanser', 'of', 'my', 'life', 'which', 'is', 'best', 'suited', 'for', 'my', 'face', 'and', 'till', 'date', 'almost', '3', 'years', ',', 'i', 'am', 'using', 'same', 'face', 'cleanser', 'daily', '.']","['first cleanser of my life which is best suited for my face and till date almost 3 years ,i am using same face cleanser daily.']","['cleanser', 'life', 'best', 'suited', 'face', 'till', 'date', 'years', 'face', 'cleanser', 'daily']","['cleanser', 'life', 'well', 'suit', 'face', 'till', 'date', 'year', 'face', 'cleanser', 'daily']",cleanser life well suit face till date year face cleanser daily
120,Rajdeep P. 🇮🇳,Published date06/03/25,5,Very good cleanser,Its a mild cleanser for any skin type.,en,Its a mild cleanser for any skin type.,Its a mild cleanser for any skin type.,its a mild cleanser for any skin type.,"['its', 'a', 'mild', 'cleanser', 'for', 'any', 'skin', 'type', '.']",['its a mild cleanser for any skin type.'],"['mild', 'cleanser', 'skin', 'type']","['mild', 'cleanser', 'skin', 'type']",mild cleanser skin type
121,Kritagya S. 🇮🇳,Published date12/02/25,4,really decent,"it was helped to cleanse my face, and makes me feel better after every use. though could be a bit more better, still it pays off for its value really well",en,"it was helped to cleanse my face, and makes me feel better after every use. though could be a bit more better, still it pays off for its value really well","it was helped to cleanse my face, and makes me feel better after every use. though could be a bit more better, still it pays off for its value really well","it was helped to cleanse my face, and makes me feel better after every use. though could be a bit more better, still it pays off for its value really well","['it', 'was', 'helped', 'to', 'cleanse', 'my', 'face', ',', 'and', 'makes', 'me', 'feel', 'better', 'after', 'every', 'use', '.', 'though', 'could', 'be', 'a', 'bit', 'more', 'better', ',', 'still', 'it', 'pays', 'off', 'for', 'its', 'value', 'really', 'well']","['it was helped to cleanse my face, and makes me feel better after every use.', 'though could be a bit more better, still it pays off for its value really well']","['helped', 'cleanse', 'face', 'makes', 'feel', 'better', 'use', 'bit', 'better', 'pays', 'value']","['help', 'cleanse', 'face', 'make', 'feel', 'well', 'use', 'bit', 'well', 'pay', 'value']",help cleanse face make feel well use bit well pay value
122,Viren K. 🇮🇳,Published date07/02/25,5,"Lightweight, Non-Greasy & Surprisingly Good!","The product is incredibly lightweight and non-greasy, making it perfect for my oily-combination skin. After extensive research on various moisturizers, I struggled to find one that truly worked. Then, I came across this brand on my Instagram feed and decided to give it a try, trusting its reputation...",en,"The product is incredibly lightweight and non-greasy, making it perfect for my oily-combination skin. After extensive research on various moisturizers, I struggled to find one that truly worked. Then, I came across this brand on my Instagram feed and decided to give it a try, trusting its reputation...","The product is incredibly lightweight and non-greasy, making it perfect for my oily-combination skin. After extensive research on various moisturizers, I struggled to find one that truly worked. Then, I came across this brand on my Instagram feed and decided to give it a try, trusting its reputation...","the product is incredibly lightweight and non greasy, making it perfect for my oily combination skin. after extensive research on various moisturizers, i struggled to find one that truly worked. then, i came across this brand on my instagram feed and decided to give it a try, trusting its reputation...","['the', 'product', 'is', 'incredibly', 'lightweight', 'and', 'non', 'greasy', ',', 'making', 'it', 'perfect', 'for', 'my', 'oily', 'combination', 'skin', '.', 'after', 'extensive', 'research', 'on', 'various', 'moisturizers', ',', 'i', 'struggled', 'to', 'find', 'one', 'that', 'truly', 'worked', '.', 'then', ',', 'i', 'came', 'across', 'this', 'brand', 'on', 'my', 'instagram', 'feed', 'and', 'decided', 'to', 'give', 'it', 'a', 'try', ',', 'trusting', 'its', 'reputation', '...']","['the product is incredibly lightweight and non greasy, making it perfect for my oily combination skin.', 'after extensive research on various moisturizers, i struggled to find one that truly worked.', 'then, i came across this brand on my instagram feed and decided to give it a try, trusting its reputation...']","['product', 'incredibly', 'lightweight', 'non', 'greasy', 'making', 'perfect', 'oily', 'combination', 'skin', 'extensive', 'research', 'moisturizers', 'struggled', 'find', 'truly', 'worked', 'came', 'brand', 'instagram', 'feed', 'decided', 'try', 'trusting', 'reputation']","['product', 'incredibly', 'lightweight', 'non', 'greasy', 'make', 'perfect', 'oily', 'combination', 'skin', 'extensive', 'research', 'moisturizer', 'struggle', 'find', 'truly', 'work', 'come', 'brand', 'instagram', 'feed', 'decide', 'try', 'trust', 'reputation']",product incredibly lightweight non greasy make perfect oily combination skin extensive research moisturizer struggle find truly work come brand instagram feed decide try trust reputation
123,Sathish K. 🇮🇳,Published date20/02/25,2,No result,"I using this product past 20 days, but there is no changes in my face",en,"I using this product past 20 days, but there is no changes in my face","I using this product past 20 days, but there is no changes in my face","i using this product past 20 days, but there is no changes in my face","['i', 'using', 'this', 'product', 'past', '20', 'days', ',', 'but', 'there', 'is', 'no', 'changes', 'in', 'my', 'face']","['i using this product past 20 days, but there is no changes in my face']","['product', 'past', 'days', 'changes', 'face']","['product', 'past', 'day', 'change', 'face']",product past day change face
124,Voltage S. 🇮🇳,Published date12/03/25,5,best facewash,"best cleanser
 ever",en,"best cleanser
 ever","best cleanser
 ever",best cleanser ever,"['best', 'cleanser', 'ever']",['best cleanser ever'],"['best', 'cleanser']","['good', 'cleanser']",good cleanser
125,Kavya K. 🇮🇳,Published date31/01/25,4,Awesome,I like the cleanser soo much it removes Balck nd whiteads soo amazing 🤩 I love minimalist cleanser that to in affordable price u guys doing great job 😄,en,I like the cleanser soo much it removes Balck nd whiteads soo amazing 🤩 I love minimalist cleanser that to in affordable price u guys doing great job 😄,I like the cleanser soo much it removes Balck nd whiteads soo amazing 🤩 I love minimalist cleanser that to in affordable price u guys doing great job 😄,i like the cleanser soo much it removes balck nd whiteads soo amazing i love minimalist cleanser that to in affordable price u guys doing great job,"['i', 'like', 'the', 'cleanser', 'soo', 'much', 'it', 'removes', 'balck', 'nd', 'whiteads', 'soo', 'amazing', 'i', 'love', 'minimalist', 'cleanser', 'that', 'to', 'in', 'affordable', 'price', 'u', 'guys', 'doing', 'great', 'job']","['i like the cleanser soo much it removes balck nd whiteads soo', 'amazing', 'i love minimalist cleanser that to in affordable price u guys doing great job']","['like', 'cleanser', 'soo', 'removes', 'balck', 'nd', 'whiteads', 'soo', 'amazing', 'love', 'minimalist', 'cleanser', 'affordable', 'price', 'u', 'guys', 'great', 'job']","['like', 'cleanser', 'soo', 'remove', 'balck', 'nd', 'whitead', 'soo', 'amazing', 'love', 'minimalist', 'cleanser', 'affordable', 'price', 'u', 'guy', 'great', 'job']",like cleanser soo remove balck nd whitead soo amazing love minimalist cleanser affordable price u guy great job
126,harshad P. 🇮🇳,Published date10/02/25,5,Best facewash ever,I am using this facewash and it's so good that I can see the results within 2 days of using it. So happy to have this,en,I am using this facewash and it's so good that I can see the results within 2 days of using it. So happy to have this,I am using this facewash and it's so good that I can see the results within 2 days of using it. So happy to have this,i am using this facewash and it's so good that i can see the results within 2 days of using it. so happy to have this,"['i', 'am', 'using', 'this', 'facewash', 'and', 'it', ""'s"", 'so', 'good', 'that', 'i', 'can', 'see', 'the', 'results', 'within', '2', 'days', 'of', 'using', 'it', '.', 'so', 'happy', 'to', 'have', 'this']","[""i am using this facewash and it's so good that i can see the results within 2 days of using it."", 'so happy to have this']","['facewash', 'good', 'results', 'days', 'happy']","['facewash', 'good', 'result', 'day', 'happy']",facewash good result day happy
127,Apeksha D. 🇮🇳,Published date04/03/25,5,Best!,This the best salicylic acid facewash…Gently cleanse your skin making it soft and clear.,en,This the best salicylic acid facewash…Gently cleanse your skin making it soft and clear.,This the best salicylic acid facewash…Gently cleanse your skin making it soft and clear.,this the best salicylic acid facewash gently cleanse your skin making it soft and clear.,"['this', 'the', 'best', 'salicylic', 'acid', 'facewash', 'gently', 'cleanse', 'your', 'skin', 'making', 'it', 'soft', 'and', 'clear', '.']",['this the best salicylic acid facewash gently cleanse your skin making it soft and clear.'],"['best', 'salicylic', 'acid', 'facewash', 'gently', 'cleanse', 'skin', 'making', 'soft', 'clear']","['good', 'salicylic', 'acid', 'facewash', 'gently', 'cleanse', 'skin', 'make', 'soft', 'clear']",good salicylic acid facewash gently cleanse skin make soft clear
128,Prishma J. 🇮🇳,Published date05/03/25,5,Amazing Cleanser,I have been using this cleanser for over a year and it’s has worked wonders on my oily skin. it has helped a lot with whiteheads and blackheads as well,en,I have been using this cleanser for over a year and it’s has worked wonders on my oily skin. it has helped a lot with whiteheads and blackheads as well,I have been using this cleanser for over a year and it’s has worked wonders on my oily skin. it has helped a lot with whiteheads and blackheads as well,i have been using this cleanser for over a year and it s has worked wonders on my oily skin. it has helped a lot with whiteheads and blackheads as well,"['i', 'have', 'been', 'using', 'this', 'cleanser', 'for', 'over', 'a', 'year', 'and', 'it', 's', 'has', 'worked', 'wonders', 'on', 'my', 'oily', 'skin', '.', 'it', 'has', 'helped', 'a', 'lot', 'with', 'whiteheads', 'and', 'blackheads', 'as', 'well']","['i have been using this cleanser for over a year and it s has worked wonders on my oily skin.', 'it has helped a lot with whiteheads and blackheads as well']","['cleanser', 'year', 's', 'worked', 'wonders', 'oily', 'skin', 'helped', 'lot', 'whiteheads', 'blackheads']","['cleanser', 'year', 's', 'work', 'wonder', 'oily', 'skin', 'help', 'lot', 'whitehead', 'blackhead']",cleanser year s work wonder oily skin help lot whitehead blackhead
129,Harjan B. 🇮🇳,Published date05/03/25,3,Issue,It makes my skin too much dry any concern?,en,It makes my skin too much dry any concern?,It makes my skin too much dry any concern?,it makes my skin too much dry any concern?,"['it', 'makes', 'my', 'skin', 'too', 'much', 'dry', 'any', 'concern', '?']",['it makes my skin too much dry any concern?'],"['makes', 'skin', 'dry', 'concern']","['make', 'skin', 'dry', 'concern']",make skin dry concern
130,SHRIRAM S. 🇮🇳,Published date28/02/25,5,Best for me,It's an amazing cleanser for me!,en,It's an amazing cleanser for me!,It's an amazing cleanser for me!,it's an amazing cleanser for me!,"['it', ""'s"", 'an', 'amazing', 'cleanser', 'for', 'me', '!']","[""it's an amazing cleanser for me!""]","['amazing', 'cleanser']","['amazing', 'cleanser']",amazing cleanser
131,Iqra 🇮🇳,Published date04/02/25,4,Good for oily skin,"I am using the, it's good for oily skin. But use only 3 to 4 times a week. Good for oily skin .",en,"I am using the, it's good for oily skin. But use only 3 to 4 times a week. Good for oily skin .","I am using the, it's good for oily skin. But use only 3 to 4 times a week. Good for oily skin .","i am using the, it's good for oily skin. but use only 3 to 4 times a week. good for oily skin .","['i', 'am', 'using', 'the', ',', 'it', ""'s"", 'good', 'for', 'oily', 'skin', '.', 'but', 'use', 'only', '3', 'to', '4', 'times', 'a', 'week', '.', 'good', 'for', 'oily', 'skin', '.']","[""i am using the, it's good for oily skin."", 'but use only 3 to 4 times a week.', 'good for oily skin .']","['good', 'oily', 'skin', 'use', 'times', 'week', 'good', 'oily', 'skin']","['good', 'oily', 'skin', 'use', 'time', 'week', 'good', 'oily', 'skin']",good oily skin use time week good oily skin
132,Akash U. 🇮🇳,Published date27/03/25,5,Good,Great,en,Great,Great,great,['great'],['great'],['great'],['great'],great
133,Atharva M. 🇮🇳,Published date18/02/25,5,It's really good.,There's no purging in my case and it works like a charm.,en,There's no purging in my case and it works like a charm.,There's no purging in my case and it works like a charm.,there's no purging in my case and it works like a charm.,"['there', ""'s"", 'no', 'purging', 'in', 'my', 'case', 'and', 'it', 'works', 'like', 'a', 'charm', '.']","[""there's no purging in my case and it works like a charm.""]","['purging', 'case', 'works', 'like', 'charm']","['purge', 'case', 'work', 'like', 'charm']",purge case work like charm
134,ayyappa n. 🇮🇳,Published date24/02/25,5,amazed the product,this product was amazing 🤩 my better than before this product not using,en,this product was amazing 🤩 my better than before this product not using,this product was amazing 🤩 my better than before this product not using,this product was amazing my better than before this product not using,"['this', 'product', 'was', 'amazing', 'my', 'better', 'than', 'before', 'this', 'product', 'not', 'using']",['this product was amazing my better than before this product not using'],"['product', 'amazing', 'better', 'product']","['product', 'amazing', 'well', 'product']",product amazing well product
135,Nabajit C. 🇮🇳,Published date20/02/25,5,Good,It gently cleanse my skin and don't feel dry,en,It gently cleanse my skin and don't feel dry,It gently cleanse my skin and don't feel dry,it gently cleanse my skin and don't feel dry,"['it', 'gently', 'cleanse', 'my', 'skin', 'and', 'do', ""n't"", 'feel', 'dry']","[""it gently cleanse my skin and don't feel dry""]","['gently', 'cleanse', 'skin', 'feel', 'dry']","['gently', 'cleanse', 'skin', 'feel', 'dry']",gently cleanse skin feel dry
136,Sk S. 🇮🇳,Published date08/03/25,5,brightness,it's a very good products,en,it's a very good products,it's a very good products,it's a very good products,"['it', ""'s"", 'a', 'very', 'good', 'products']","[""it's a very good products""]","['good', 'products']","['good', 'product']",good product
137,Allen G. 🇮🇳,Published date08/02/25,5,Good cleanser,With right kind of cleanser my face has retained moisture even in winter of Delhi,en,With right kind of cleanser my face has retained moisture even in winter of Delhi,With right kind of cleanser my face has retained moisture even in winter of Delhi,with right kind of cleanser my face has retained moisture even in winter of delhi,"['with', 'right', 'kind', 'of', 'cleanser', 'my', 'face', 'has', 'retained', 'moisture', 'even', 'in', 'winter', 'of', 'delhi']",['with right kind of cleanser my face has retained moisture even in winter of delhi'],"['right', 'kind', 'cleanser', 'face', 'retained', 'moisture', 'winter', 'delhi']","['right', 'kind', 'cleanser', 'face', 'retain', 'moisture', 'winter', 'delhi']",right kind cleanser face retain moisture winter delhi
138,ayyappa n. 🇮🇳,Published date19/02/25,5,superb product,"this cleanser was amazing 🤩 
very nice product make my skin better than before",en,"this cleanser was amazing 🤩 
very nice product make my skin better than before","this cleanser was amazing 🤩 
very nice product make my skin better than before",this cleanser was amazing very nice product make my skin better than before,"['this', 'cleanser', 'was', 'amazing', 'very', 'nice', 'product', 'make', 'my', 'skin', 'better', 'than', 'before']",['this cleanser was amazing very nice product make my skin better than before'],"['cleanser', 'amazing', 'nice', 'product', 'skin', 'better']","['cleanser', 'amazing', 'nice', 'product', 'skin', 'well']",cleanser amazing nice product skin well
139,Punit K. 🇮🇳,Published date13/02/25,5,salicylic acid cleanser,"it works good on the acne. it also reduces tanning with continuous use 
very nice product under this price",en,"it works good on the acne. it also reduces tanning with continuous use 
very nice product under this price","it works good on the acne. it also reduces tanning with continuous use 
very nice product under this price",it works good on the acne. it also reduces tanning with continuous use very nice product under this price,"['it', 'works', 'good', 'on', 'the', 'acne', '.', 'it', 'also', 'reduces', 'tanning', 'with', 'continuous', 'use', 'very', 'nice', 'product', 'under', 'this', 'price']","['it works good on the acne.', 'it also reduces tanning with continuous use very nice product under this price']","['works', 'good', 'acne', 'reduces', 'tanning', 'continuous', 'use', 'nice', 'product', 'price']","['work', 'good', 'acne', 'reduce', 'tan', 'continuous', 'use', 'nice', 'product', 'price']",work good acne reduce tan continuous use nice product price
140,Radheya T. 🇮🇳,Published date23/01/25,5,Best face wash for oil reduction,I have issue of excess oil. Bought 2% salicylic acid face wash and it's amazing. Controls oil very effectively for about 12+ hours. Seen significant effect from day 4. Must have for oily combination skin. Thank you minimalist,en,I have issue of excess oil. Bought 2% salicylic acid face wash and it's amazing. Controls oil very effectively for about 12+ hours. Seen significant effect from day 4. Must have for oily combination skin. Thank you minimalist,I have issue of excess oil. Bought 2% salicylic acid face wash and it's amazing. Controls oil very effectively for about 12+ hours. Seen significant effect from day 4. Must have for oily combination skin. Thank you minimalist,i have issue of excess oil. bought 2 salicylic acid face wash and it's amazing. controls oil very effectively for about 12 hours. seen significant effect from day 4. must have for oily combination skin. thank you minimalist,"['i', 'have', 'issue', 'of', 'excess', 'oil', '.', 'bought', '2', 'salicylic', 'acid', 'face', 'wash', 'and', 'it', ""'s"", 'amazing', '.', 'controls', 'oil', 'very', 'effectively', 'for', 'about', '12', 'hours', '.', 'seen', 'significant', 'effect', 'from', 'day', '4', '.', 'must', 'have', 'for', 'oily', 'combination', 'skin', '.', 'thank', 'you', 'minimalist']","['i have issue of excess oil.', ""bought 2 salicylic acid face wash and it's amazing."", 'controls oil very effectively for about 12 hours.', 'seen significant effect from day 4. must have for oily combination skin.', 'thank you minimalist']","['issue', 'excess', 'oil', 'bought', 'salicylic', 'acid', 'face', 'wash', 'amazing', 'controls', 'oil', 'effectively', 'hours', 'seen', 'significant', 'effect', 'day', 'oily', 'combination', 'skin', 'thank', 'minimalist']","['issue', 'excess', 'oil', 'buy', 'salicylic', 'acid', 'face', 'wash', 'amazing', 'control', 'oil', 'effectively', 'hour', 'see', 'significant', 'effect', 'day', 'oily', 'combination', 'skin', 'thank', 'minimalist']",issue excess oil buy salicylic acid face wash amazing control oil effectively hour see significant effect day oily combination skin thank minimalist
141,Abhidnya s. 🇮🇳,Published date08/01/25,4,Sebun reduction,"I've been using this cleanser for a year, and I've noticed a significant improvement in my skin. It used to be oily and acne-prone, but after incorporating this salicylic acid-based face wash, my skin has become much better.",en,"I've been using this cleanser for a year, and I've noticed a significant improvement in my skin. It used to be oily and acne-prone, but after incorporating this salicylic acid-based face wash, my skin has become much better.","I've been using this cleanser for a year, and I've noticed a significant improvement in my skin. It used to be oily and acne-prone, but after incorporating this salicylic acid-based face wash, my skin has become much better.","i've been using this cleanser for a year, and i've noticed a significant improvement in my skin. it used to be oily and acne prone, but after incorporating this salicylic acid based face wash, my skin has become much better.","['i', ""'ve"", 'been', 'using', 'this', 'cleanser', 'for', 'a', 'year', ',', 'and', 'i', ""'ve"", 'noticed', 'a', 'significant', 'improvement', 'in', 'my', 'skin', '.', 'it', 'used', 'to', 'be', 'oily', 'and', 'acne', 'prone', ',', 'but', 'after', 'incorporating', 'this', 'salicylic', 'acid', 'based', 'face', 'wash', ',', 'my', 'skin', 'has', 'become', 'much', 'better', '.']","[""i've been using this cleanser for a year, and i've noticed a significant improvement in my skin."", 'it used to be oily and acne prone, but after incorporating this salicylic acid based face wash, my skin has become much better.']","['cleanser', 'year', 'noticed', 'significant', 'improvement', 'skin', 'oily', 'acne', 'prone', 'incorporating', 'salicylic', 'acid', 'based', 'face', 'wash', 'skin', 'better']","['cleanser', 'year', 'notice', 'significant', 'improvement', 'skin', 'oily', 'acne', 'prone', 'incorporate', 'salicylic', 'acid', 'base', 'face', 'wash', 'skin', 'well']",cleanser year notice significant improvement skin oily acne prone incorporate salicylic acid base face wash skin well
142,Devanshi P. 🇮🇳,Published date17/02/25,5,Good,Getting good skin texture and reduced my dark spots,en,Getting good skin texture and reduced my dark spots,Getting good skin texture and reduced my dark spots,getting good skin texture and reduced my dark spots,"['getting', 'good', 'skin', 'texture', 'and', 'reduced', 'my', 'dark', 'spots']",['getting good skin texture and reduced my dark spots'],"['getting', 'good', 'skin', 'texture', 'reduced', 'dark', 'spots']","['get', 'good', 'skin', 'texture', 'reduce', 'dark', 'spot']",get good skin texture reduce dark spot
143,Anand R. 🇮🇳,Published date24/03/25,4,Good,Not bad,id,Not bad,Not bad,not bad,"['not', 'bad']",['not bad'],['bad'],['bad'],bad
144,bappa p. 🇮🇳,Published date04/02/25,4,perfect choice,"i like the gentleness of this face wash 
and it clean my face really well 
also good for oily skins",en,"i like the gentleness of this face wash 
and it clean my face really well 
also good for oily skins","i like the gentleness of this face wash 
and it clean my face really well 
also good for oily skins",i like the gentleness of this face wash and it clean my face really well also good for oily skins,"['i', 'like', 'the', 'gentleness', 'of', 'this', 'face', 'wash', 'and', 'it', 'clean', 'my', 'face', 'really', 'well', 'also', 'good', 'for', 'oily', 'skins']",['i like the gentleness of this face wash and it clean my face really well also good for oily skins'],"['like', 'gentleness', 'face', 'wash', 'clean', 'face', 'good', 'oily', 'skins']","['like', 'gentleness', 'face', 'wash', 'clean', 'face', 'good', 'oily', 'skin']",like gentleness face wash clean face good oily skin
145,Mitesh W. 🇮🇳,Published date17/02/25,5,worth it,"been using this since a while, the best cleanser i found",en,"been using this since a while, the best cleanser i found","been using this since a while, the best cleanser i found","been using this since a while, the best cleanser i found","['been', 'using', 'this', 'since', 'a', 'while', ',', 'the', 'best', 'cleanser', 'i', 'found']","['been using this since a while, the best cleanser i found']","['best', 'cleanser', 'found']","['good', 'cleanser', 'find']",good cleanser find
146,Dhanush K. 🇮🇳,Published date10/02/25,4,Good product for reasonable price,I have been using this cleanser for more than 2 years now and it has been really great and I can see the difference in my skin for the past 2 years. I highly recommend this product.,en,I have been using this cleanser for more than 2 years now and it has been really great and I can see the difference in my skin for the past 2 years. I highly recommend this product.,I have been using this cleanser for more than 2 years now and it has been really great and I can see the difference in my skin for the past 2 years. I highly recommend this product.,i have been using this cleanser for more than 2 years now and it has been really great and i can see the difference in my skin for the past 2 years. i highly recommend this product.,"['i', 'have', 'been', 'using', 'this', 'cleanser', 'for', 'more', 'than', '2', 'years', 'now', 'and', 'it', 'has', 'been', 'really', 'great', 'and', 'i', 'can', 'see', 'the', 'difference', 'in', 'my', 'skin', 'for', 'the', 'past', '2', 'years', '.', 'i', 'highly', 'recommend', 'this', 'product', '.']","['i have been using this cleanser for more than 2 years now and it has been really great and i can see the difference in my skin for the past 2 years.', 'i highly recommend this product.']","['cleanser', 'years', 'great', 'difference', 'skin', 'past', 'years', 'highly', 'recommend', 'product']","['cleanser', 'year', 'great', 'difference', 'skin', 'past', 'year', 'highly', 'recommend', 'product']",cleanser year great difference skin past year highly recommend product
147,Vikash K. 🇮🇳,Published date25/02/25,4,good product,Daily use cleanser,en,Daily use cleanser,Daily use cleanser,daily use cleanser,"['daily', 'use', 'cleanser']",['daily use cleanser'],"['daily', 'use', 'cleanser']","['daily', 'use', 'cleanser']",daily use cleanser
148,Uday K. 🇮🇳,Published date18/02/25,5,The Best Cleanser,love how it smoothens out skin and literally wash's all the gunk feels like skin is breathing after every wash,en,love how it smoothens out skin and literally wash's all the gunk feels like skin is breathing after every wash,love how it smoothens out skin and literally wash's all the gunk feels like skin is breathing after every wash,love how it smoothens out skin and literally wash's all the gunk feels like skin is breathing after every wash,"['love', 'how', 'it', 'smoothens', 'out', 'skin', 'and', 'literally', 'wash', ""'s"", 'all', 'the', 'gunk', 'feels', 'like', 'skin', 'is', 'breathing', 'after', 'every', 'wash']","[""love how it smoothens out skin and literally wash's all the gunk feels like skin is breathing after every wash""]","['love', 'smoothens', 'skin', 'literally', 'wash', 'gunk', 'feels', 'like', 'skin', 'breathing', 'wash']","['love', 'smoothen', 'skin', 'literally', 'wash', 'gunk', 'feel', 'like', 'skin', 'breathing', 'wash']",love smoothen skin literally wash gunk feel like skin breathing wash
149,Ambika 🇮🇳,Published date04/03/25,5,very good,feels amazing after using this cleanser,en,feels amazing after using this cleanser,feels amazing after using this cleanser,feels amazing after using this cleanser,"['feels', 'amazing', 'after', 'using', 'this', 'cleanser']",['feels amazing after using this cleanser'],"['feels', 'amazing', 'cleanser']","['feel', 'amazing', 'cleanser']",feel amazing cleanser
150,Aditya D. 🇮🇳,Published date06/02/25,5,solid face cleanser.,"Great for real results. Got pimples reduced in a week or two. the smell is a bit weird at first, but nothing to worry about.",en,"Great for real results. Got pimples reduced in a week or two. the smell is a bit weird at first, but nothing to worry about.","Great for real results. Got pimples reduced in a week or two. the smell is a bit weird at first, but nothing to worry about.","great for real results. got pimples reduced in a week or two. the smell is a bit weird at first, but nothing to worry about.","['great', 'for', 'real', 'results', '.', 'got', 'pimples', 'reduced', 'in', 'a', 'week', 'or', 'two', '.', 'the', 'smell', 'is', 'a', 'bit', 'weird', 'at', 'first', ',', 'but', 'nothing', 'to', 'worry', 'about', '.']","['great for real results.', 'got pimples reduced in a week or two.', 'the smell is a bit weird at first, but nothing to worry about.']","['great', 'real', 'results', 'got', 'pimples', 'reduced', 'week', 'smell', 'bit', 'weird', 'worry']","['great', 'real', 'result', 'get', 'pimple', 'reduce', 'week', 'smell', 'bit', 'weird', 'worry']",great real result get pimple reduce week smell bit weird worry
151,Mukul V. 🇮🇳,Published date03/03/25,4,too good,"feels very light on your skin, no irritation near the eye area, best budget friendly cleanser ig",en,"feels very light on your skin, no irritation near the eye area, best budget friendly cleanser ig","feels very light on your skin, no irritation near the eye area, best budget friendly cleanser ig","feels very light on your skin, no irritation near the eye area, best budget friendly cleanser ig","['feels', 'very', 'light', 'on', 'your', 'skin', ',', 'no', 'irritation', 'near', 'the', 'eye', 'area', ',', 'best', 'budget', 'friendly', 'cleanser', 'ig']","['feels very light on your skin, no irritation near the eye area, best budget friendly cleanser ig']","['feels', 'light', 'skin', 'irritation', 'near', 'eye', 'area', 'best', 'budget', 'friendly', 'cleanser', 'ig']","['feel', 'light', 'skin', 'irritation', 'near', 'eye', 'area', 'good', 'budget', 'friendly', 'cleanser', 'ig']",feel light skin irritation near eye area good budget friendly cleanser ig
